Created date / time : 22 August 2026 / 15:18:23
Bank 12; Branch 3015; Account 0001464-52 (Savings On Call)
From date 20240822
To date 20260822
Avail Bal : 0.00 as of 20260821
Ledger Balance : 0.00 as of 20260822
Date,Unique Id,Tran Type,Cheque Number,Payee,Memo,Amount
2026/05/09,2026050901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/05/10,2026051001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/05/10,2026051002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/05/10,2026051003,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2026/05/11,2026051101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2026/05/14,2026051401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/05/14,2026051402,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/05/15,2026051501,D/C,,"D/C FROM Holy Trinity Church","Payroll  Devonport",469.80
2026/05/17,2026051701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/05/17,2026051702,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-180.00
2026/05/19,2026051901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/05/20,2026052001,D/C,,"D/C FROM Compass Group","1827509",653.90
2026/05/20,2026052002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-300.00
2026/05/20,2026052003,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-00",-1060.31
2026/05/20,2026052004,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-55",-100.00
2026/05/29,2026052901,D/C,,"D/C FROM Holy Trinity Church","Payroll  Devonport",489.38
2026/06/02,2026060201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/06/2026",0.05
2026/06/02,2026060202,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-160.00
2026/06/03,2026060301,D/C,,"D/C FROM Compass Group","1831064",657.02
2026/06/04,2026060401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2026/06/05,2026060501,D/C,,"D/C FROM Compass Group","1833645",2148.26
2026/06/05,2026060502,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/06/06,2026060601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2026/06/06,2026060602,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/06/07,2026060701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/06/07,2026060702,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-80.00
2026/06/07,2026060703,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/06/07,2026060704,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/06/07,2026060705,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/06/07,2026060706,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/06/08,2026060801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2026/06/08,2026060802,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/06/09,2026060901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/06/10,2026061001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/06/10,2026061002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/06/11,2026061101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/06/11,2026061102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2026/06/12,2026061201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/06/12,2026061202,D/C,,"D/C FROM Holy Trinity Church","Payroll  Devonport",469.80
2026/06/13,2026061301,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/06/13,2026061302,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-00",-1000.00
2026/06/13,2026061303,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/06/15,2026061501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/06/15,2026061502,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/06/16,2026061601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/06/16,2026061602,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/06/17,2026061701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/06/18,2026061801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-120.00
2026/06/20,2026062001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/06/21,2026062101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/06/22,2026062201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/06/23,2026062301,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/06/24,2026062401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/06/24,2026062402,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/06/25,2026062501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/06/25,2026062502,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/06/26,2026062601,D/C,,"D/C FROM Holy Trinity Church","Payroll  Devonport",528.53
2026/06/26,2026062602,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/06/26,2026062603,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/06/27,2026062701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-150.00
2026/06/27,2026062702,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-00",-1000.00
2026/06/28,2026062801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-200.00
2026/06/29,2026062901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/01,2026070101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-33.04
2026/07/02,2026070201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/07/2026",0.12
2026/07/02,2026070202,DEBIT,,"IRD:TAX ON INTEREST","",-0.01
2026/07/15,2026071501,D/C,,"D/C FROM Holy Trinity Church","Payroll  Devonport",737.26
2026/07/16,2026071601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-00",-737.37
2026/07/24,2026072401,D/C,,"D/C FROM Holy Trinity Church","Payroll  Devonport",505.50
2026/07/25,2026072501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-00",-505.50
2026/08/02,2026080201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/08/2026",0.01
2026/08/06,2026080601,D/C,,"D/C FROM Holy Trinity Church","Payroll  Devonport",598.20
2026/08/06,2026080602,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-00",-598.21
2026/08/20,2026082001,D/C,,"D/C FROM Holy Trinity Church","Payroll  Devonport",598.20
2026/08/21,2026082101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-01",-390.00
2026/08/21,2026082102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-55",-25.00
2026/08/21,2026082103,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-00",-25.00
2026/08/21,2026082104,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-51",-50.00
2026/08/21,2026082105,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-58.20
2026/08/21,2026082106,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-00",-25.00
2026/08/21,2026082107,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-55",-25.00
